exchange;type;token;ticker
Gemini;spot;Geojam Token;JAM
Gemini;spot;Ethernity;ERN
Gemini;spot;Chiliz;CHZ
Gemini;spot;Galxe;GAL
Gemini;spot;UMA;UMA
Gemini;spot;Livepeer;LPT
Gemini;spot;SuperRare;RARE
Gemini;spot;GMT;GMT
HTX;spot;Bitcoin;BTC
HTX;spot;Solana;SOL
HTX;spot;Ethena;ENA
HTX;spot;Ethereum;ETH
HTX;spot;Dogecoin;DOGE
HTX;spot;USDC;USDC
HTX;spot;BOOK OF MEME;BOME
HTX;spot;HTX;HTX
HTX;spot;ORDI;ORDI
HTX;spot;ether.fi;ETHFI
HTX;spot;XRP;XRP
HTX;spot;Pepe;PEPE
HTX;spot;Cardano;ADA
HTX;spot;Core;CORE
HTX;spot;FLOKI;FLOKI
HTX;spot;Optimism;OP
HTX;spot;Ethereum Classic;ETC
HTX;spot;Aptos;APT
HTX;spot;Litecoin;LTC
HTX;spot;dogwifhat;WIF
HTX;spot;Chainlink;LINK
HTX;spot;SLERF;SLERF
HTX;spot;Bitcoin Cash;BCH
HTX;spot;Sui;SUI
HTX;spot;BNB;BNB
HTX;spot;Polkadot;DOT
HTX;spot;Avalanche;AVAX
HTX;spot;Filecoin;FIL
HTX;spot;Starknet;STRK
HTX;spot;Merlin Chain;MERL
HTX;spot;Worldcoin;WLD
HTX;spot;Polygon;MATIC
HTX;spot;Saga;SAGA
HTX;spot;Parcl;PRCL
HTX;spot;Uniswap;UNI
HTX;spot;Aevo;AEVO
HTX;spot;Ondo;ONDO
HTX;spot;Gala;GALA
HTX;spot;SingularityNET;AGIX
HTX;spot;THORChain;RUNE
HTX;spot;Arbitrum;ARB
HTX;spot;Tensor;TNSR
HTX;spot;Flow;FLOW
HTX;spot;Nervos Network;CKB
HTX;spot;Toncoin;TON
HTX;spot;Troll;TROLL
HTX;spot;EOS;EOS
HTX;spot;Cosmos;ATOM
HTX;spot;GT Protocol;GTAI
HTX;spot;Fetch.ai;FET
HTX;spot;SKALE;SKL
HTX;spot;Pixels;PIXEL
HTX;spot;Dechat;DECHAT
HTX;spot;Pyth Network;PYTH
HTX;spot;SATS (Ordinals);SATS
HTX;spot;ConstitutionDAO;PEOPLE
HTX;spot;Degen;DEGEN
HTX;spot;Safe;SAFE
HTX;spot;TRON;TRX
HTX;spot;Wen;WEN
HTX;spot;Celestia;TIA
HTX;spot;Elumia Crowns;ELU
HTX;spot;Decentralized Social;DESO
HTX;spot;Altlayer;ALT
HTX;spot;Pendle;PENDLE
HTX;spot;Shiba Inu;SHIB
HTX;spot;NAVI Protocol;NAVX
HTX;spot;The Sandbox;SAND
HTX;spot;NEAR Protocol;NEAR
HTX;spot;Bitcoin Cats;1CAT
HTX;spot;Liquity;LQTY
HTX;spot;Reef;REEF
HTX;spot;Dusk;DUSK
HTX;spot;Terra;LUNA
HTX;spot;Sweat Economy;SWEAT
HTX;spot;Blur;BLUR
HTX;spot;Meson Network;MSN
HTX;spot;IPVERSE;IPV
HTX;spot;dYdX (ethDYDX);DYDX
HTX;spot;Yield Guild Games;YGG
HTX;spot;1inch Network;1INCH
HTX;spot;Sei;SEI
HTX;spot;Scallop;SCA
HTX;spot;Sleepless AI;AI
HTX;spot;MAP Protocol;MAPO
HTX;spot;Bonk;BONK
HTX;spot;Axie Infinity;AXS
HTX;spot;Kyber Network Crystal v2;KNC
HTX;spot;Omni Network;OMNI
HTX;spot;PlayDapp;PDA
HTX;spot;Playbux;PBUX
HTX;spot;Zeus Network;ZEUS
HTX;spot;SOMESING;SSG
HTX;spot;Creditcoin;CTC
HTX;spot;Frax Share;FXS
HTX;spot;cat in a dogs world;MEW
HTX;spot;NORMIE;NORMIE
HTX;spot;Memecoin;MEME
HTX;spot;Manta Network;MANTA
HTX;spot;BakeryToken;BAKE
HTX;spot;Bounce Token;AUCTION
HTX;spot;Dai;DAI
HTX;spot;Fantom;FTM
HTX;spot;Ardor;ARDR
HTX;spot;DIA;DIA
HTX;spot;tomiNet;TOMI
HTX;spot;Juice Finance;JUICE
HTX;spot;Aave;AAVE
HTX;spot;Curve DAO Token;CRV
HTX;spot;beoble;BBL
HTX;spot;Prisma Finance;PRISMA
HTX;spot;Gala Music;MUSIC
HTX;spot;CyberConnect;CYBER
HTX;spot;Ocean Protocol;OCEAN
HTX;spot;smolecoin;SMOLE
HTX;spot;Maker;MKR
HTX;spot;Pundu;PUNDU
HTX;spot;BitTorrent (New);BTT
HTX;spot;Waves;WAVES
HTX;spot;DigiByte;DGB
HTX;spot;Lido DAO;LDO
HTX;spot;Coupon Assets;CA
HTX;spot;Monero;XMR
HTX;spot;FTX Token;FTT
HTX;spot;The Root Network;ROOT
HTX;spot;CLV;CLV
HTX;spot;Civic;CVC
HTX;spot;Mask Network;MASK
HTX;spot;SMILEY;SMILEY
HTX;spot;DOSE;DOSE
HTX;spot;The Graph;GRT
HTX;spot;Saros;SAROS
HTX;spot;Livepeer;LPT
HTX;spot;SushiSwap;SUSHI
HTX;spot;Bitcoin SV;BSV
HTX;spot;Treasure;MAGIC
HTX;spot;Ren;REN
HTX;spot;Theta Network;THETA
HTX;spot;Ethereum Name Service;ENS
HTX;spot;Myro;MYRO
HTX;spot;Compound;COMP
HTX;spot;Arweave;AR
HTX;spot;ArbDoge AI;AIDOGE
HTX;spot;analoS;ANALOS
HTX;spot;ZKFair;ZKF
HTX;spot;Mina;MINA
HTX;spot;DeFiChain;DFI
HTX;spot;DFI.Money;YFII
HTX;spot;Celo Dollar;CUSD
HTX;spot;Amulet;AMU
HTX;spot;Viction;VIC
HTX;spot;Chiliz;CHZ
HTX;spot;ApeCoin;APE
HTX;spot;Decentraland;MANA
HTX;spot;Velo;VELO
HTX;spot;Symbiosis;SIS
HTX;spot;Statter Network;STT
HTX;spot;Kusama;KSM
HTX;spot;Solidus Ai Tech;AITECH
HTX;spot;APENFT;NFT
HTX;spot;GMX;GMX
HTX;spot;aelf;ELF
HTX;spot;Jito;JTO
HTX;spot;JUST;JST
HTX;spot;Ice Open Network;ICE
HTX;spot;Hedera;HBAR
HTX;spot;BRC20.com;COM
HTX;spot;Sora;SORA
HTX;spot;Adventure Gold;AGLD
HTX;spot;Onyxcoin;XCN
HTX;spot;Nakamoto Games;NAKA
HTX;spot;Lovely Inu Finance;LOVELY
HTX;spot;Immutable;IMX
HTX;spot;Whales Market;WHALES
HTX;spot;Qtum;QTUM
HTX;spot;Synesis One;SNS
HTX;spot;XDC Network;XDC
HTX;spot;Animal Concerts;ANML
HTX;spot;Ravencoin;RVN
HTX;spot;INTOverse;TOX
HTX;spot;Storj;STORJ
HTX;spot;Tezos;XTZ
HTX;spot;IOST;IOST
HTX;spot;Zilliqa;ZIL
HTX;spot;Beacon ETH;BETH
HTX;spot;Blink Galaxy;GQ
HTX;spot;Turbo;TURBO
HTX;spot;0x Protocol;ZRX
HTX;spot;Celo;CELO
HTX;spot;eCash;XEC
HTX;spot;Levana Protocol;LVN
HTX;spot;UMA;UMA
HTX;spot;Stellar;XLM
HTX;spot;Axelar;WAXL
HTX;spot;SwftCoin;SWFTC
HTX;spot;XEN Crypto;XEN
HTX;spot;Baby Doge Coin;BABYDOGE
HTX;spot;Zuzalu Inu;ZUZALU
HTX;spot;UniBot;UNIBOT
HTX;spot;MANEKI;MANEKI
Kraken;spot;Bitcoin;XBT
Kraken;spot;Tether USDt;USDT
Kraken;spot;Solana;SOL
Kraken;spot;Ethereum;ETH
Kraken;spot;Dogecoin;XDG
Kraken;spot;USDC;USDC
Kraken;spot;NEAR Protocol;NEAR
Kraken;spot;Avalanche;AVAX
Kraken;spot;XRP;XRP
Kraken;spot;Pepe;PEPE
Kraken;spot;Polkadot;DOT
Kraken;spot;Chainlink;LINK
Kraken;spot;Shiba Inu;SHIB
Kraken;spot;Internet Computer;ICP
Kraken;spot;Fetch.ai;FET
Kraken;spot;Render;RNDR
Kraken;spot;Monero;XMR
Kraken;spot;Cardano;ADA
Kraken;spot;Celestia;TIA
Kraken;spot;Litecoin;LTC
Kraken;spot;Filecoin;FIL
Kraken;spot;Ocean Protocol;OCEAN
Kraken;spot;Optimism;OP
Kraken;spot;Stacks;STX
Kraken;spot;Injective;INJ
Kraken;spot;dogwifhat;WIF
Kraken;spot;Polygon;MATIC
Kraken;spot;Fantom;FTM
Kraken;spot;Bitcoin Cash;BCH
Kraken;spot;Cosmos;ATOM
Kraken;spot;Lido DAO;LDO
Kraken;spot;THORChain;RUNE
Kraken;spot;Gala;GALA
Kraken;spot;Ondo;ONDO
Kraken;spot;Wrapped Bitcoin;WBTC
Kraken;spot;Wormhole;W
Kraken;spot;Sei;SEI
Kraken;spot;Starknet;STRK
Kraken;spot;Akash Network;AKT
Kraken;spot;Jupiter;JUP
Kraken;spot;Arbitrum;ARB
Kraken;spot;Dai;DAI
Kraken;spot;TRON;TRX
Kraken;spot;The Graph;GRT
Kraken;spot;Algorand;ALGO
Kraken;spot;Bonk;BONK
Kraken;spot;Sui;SUI
Kraken;spot;Uniswap;UNI
Kraken;spot;Helium;HNT
Kraken;spot;Flare;FLR
Kraken;spot;Immutable;IMX
Kraken;spot;Stellar;XLM
Kraken;spot;Quant;QNT
Kraken;spot;Ethereum Classic;ETC
Kraken;spot;Kusama;KSM
Kraken;spot;Jito;JTO
Kraken;spot;EOS;EOS
Kraken;spot;Siacoin;SC
Kraken;spot;Aptos;APT
Kraken;spot;Tezos;XTZ
Kraken;spot;Maker;MKR
Kraken;spot;dYdX (ethDYDX);DYDX
Kraken;spot;LimeWire;LMWR
Kraken;spot;Aave;AAVE
Kraken;spot;Synapse;SYN
Kraken;spot;ApeCoin;APE
Kraken;spot;Nodle;NODL
Kraken;spot;Energy Web Token;EWT
Kraken;spot;PAX Gold;PAXG
Kraken;spot;Zcash;ZEC
Kraken;spot;Mina;MINA
Kraken;spot;Pyth Network;PYTH
Kraken;spot;PayPal USD;PYUSD
Kraken;spot;Ankr;ANKR
Kraken;spot;Beam;BEAM
Kraken;spot;Waves;WAVES
Kraken;spot;Terra Classic;LUNA
Kraken;spot;SuperVerse;SUPER
Kraken;spot;Terra;LUNA2
Kraken;spot;Nano;NANO
Kraken;spot;Centrifuge;CFG
Kraken;spot;Marinade Staked SOL;MSOL
Kraken;spot;Synthetix;SNX
Kraken;spot;Curve DAO Token;CRV
Kraken;spot;JasmyCoin;JASMY
Kraken;spot;LCX;LCX
Kraken;spot;RARI;RARI
Kraken;spot;Decentraland;MANA
Kraken;spot;Yield Guild Games;YGG
Kraken;spot;Keep Network;KEEP
Kraken;spot;Flow;FLOW
Kraken;spot;MultiversX;EGLD
Kraken;spot;Harvest Finance;FARM
Kraken;spot;Blur;BLUR
Kraken;spot;Axelar;WAXL
Kraken;spot;COTI;COTI
Kraken;spot;Phala Network;PHA
Kraken;spot;The Sandbox;SAND
Kraken;spot;Compound;COMP
Kraken;spot;Alchemy Pay;ACH
Kraken;spot;Moonriver;MOVR
Kraken;spot;Dymension;DYM
Kraken;spot;Chiliz;CHZ
Kraken;spot;1inch Network;1INCH
Kraken;spot;Enjin Coin;ENJ
Kraken;spot;Enzyme;MLN
Kraken;spot;Basic Attention Token;BAT
Kraken;spot;Moonbeam;GLMR
Kraken;spot;SushiSwap;SUSHI
Kraken;spot;Lisk;LSK
Kraken;spot;Covalent;CQT
Kraken;spot;r/CryptoCurrency Moons;MOON
Kraken;spot;Qtum;QTUM
Kraken;spot;0x Protocol;ZRX
Kraken;spot;TrueFi;TRU
Kraken;spot;Astar;ASTR
Kraken;spot;Mango;MNGO
Kraken;spot;Axie Infinity;AXS
Kraken;spot;Star Atlas;ATLAS
Kraken;spot;HydraDX;HDX
Kraken;spot;Threshold;T
Kraken;spot;Songbird;SGB
Kraken;spot;Raydium;RAY
Kraken;spot;iExec RLC;RLC
Kraken;spot;Saber;SBR
Kraken;spot;Gari Network;GARI
Kraken;spot;Loopring;LRC
Kraken;spot;yearn.finance;YFI
Kraken;spot;WOO;WOO
Kraken;spot;Secret;SCRT
Kraken;spot;Serum;SRM
Kraken;spot;Samoyedcoin;SAMO
Kraken;spot;GMX;GMX
Kraken;spot;OMG Network;OMG
Kraken;spot;Keep3rV1;KP3R
Kraken;spot;API3;API3
Kraken;spot;ICON;ICX
Kraken;spot;EthereumPoW;ETHW
Kraken;spot;Kava;KAVA
Kraken;spot;Galxe;GAL
Kraken;spot;Vanar Chain;TVK
Kraken;spot;Star Atlas DAO;POLIS
Kraken;spot;Ethereum Name Service;ENS
Kraken;spot;TerraClassicUSD;UST
Kraken;spot;Mask Network;MASK
Kraken;spot;Aavegotchi;GHST
Kraken;spot;NYM;NYM
Kraken;spot;Dash;DASH
Kraken;spot;Altair;AIR
Kraken;spot;BitTorrent (New);BTT
Kraken;spot;Orchid;OXT
Kraken;spot;Bonfida;FIDA
Kraken;spot;Rocket Pool;RPL
Kraken;spot;tBTC;TBTC
Kraken;spot;Tether EURt;EURt
Kraken;spot;Karura;KAR
Kraken;spot;Frax Share;FXS
Kraken;spot;Merit Circle;MC
Kraken;spot;r/FortNiteBR Bricks;BRICK
Kraken;spot;Hashflow;HFT
Kraken;spot;Orca;ORCA
Kraken;spot;Augur;REPV2
Kraken;spot;Bluzelle;BLZ
Kraken;spot;Marlin;POND
Kraken;spot;Mirror Protocol;MIR
Kraken;spot;Gnosis;GNO
Kraken;spot;Green Satoshi Token (SOL);GST
Kraken;spot;Chromia;CHR
Kraken;spot;Onyxcoin;XCN
Kraken;spot;Numeraire;NMR
Kraken;spot;Spell Token;SPELL
Kraken;spot;Moonchain;MXC
Kraken;spot;Boba Network;BOBA
Kraken;spot;Storj;STORJ
Kraken;spot;Kin;KIN
Kraken;spot;Balancer;BAL
Kraken;spot;Ren;REN
Kraken;spot;Acala Token;ACA
Kraken;spot;KILT Protocol;KILT
Kraken;spot;Band Protocol;BAND
Kraken;spot;GMT;GMT
Kraken;spot;Perpetual Protocol;PERP
Kraken;spot;Cartesi;CTSI
Kraken;spot;JUNO;JUNO
Kraken;spot;Aragon;ANT
Kraken;spot;Basilisk;BSX
Kraken;spot;Origin Protocol;OGN
Kraken;spot;Convex Finance;CVX
Kraken;spot;GensoKishi Metaverse;MV
Kraken;spot;Unifi Protocol DAO;UNFI
Kraken;spot;Bifrost;BNC
Kraken;spot;Civic;CVC
Kraken;spot;BitDAO;BIT
Kraken;spot;Biconomy;BICO
Kraken;spot;Livepeer;LPT
Kraken;spot;Kintsugi;KINT
Kraken;spot;Coin98;C98
Kraken;spot;Rubic;RBC
Kraken;spot;Radworks;RAD
Kraken;spot;Kyber Network Crystal v2;KNC
Kucoin;spot;Bitcoin;BTC
Kucoin;spot;Ethereum;ETH
Kucoin;spot;Solana;SOL
Kucoin;spot;Internet Computer;ICP
Kucoin;spot;NEAR Protocol;NEAR
Kucoin;spot;Pepe;PEPE
Kucoin;spot;Dogecoin;DOGE
Kucoin;spot;XRP;XRP
Kucoin;spot;Shiba Inu;SHIB
Kucoin;spot;Velo;VELO
Kucoin;spot;Ondo;ONDO
Kucoin;spot;Avalanche;AVAX
Kucoin;spot;Hedera;HBAR
Kucoin;spot;dogwifhat;WIF
Kucoin;spot;Optimism;OP
Kucoin;spot;Mask Network;MASK
Kucoin;spot;Toncoin;TON
Kucoin;spot;Ethena;ENA
Kucoin;spot;BNB;BNB
Kucoin;spot;Polkadot;DOT
Kucoin;spot;Injective;INJ
Kucoin;spot;Fantom;FTM
Kucoin;spot;USDC;USDC
Kucoin;spot;Cardano;ADA
Kucoin;spot;Render;RNDR
Kucoin;spot;Wormhole;W
Kucoin;spot;Litecoin;LTC
Kucoin;spot;Chainlink;LINK
Kucoin;spot;SingularityNET;AGIX
Kucoin;spot;Verasity;VRA
Kucoin;spot;Bittensor;TAO
Kucoin;spot;Bonk;BONK
Kucoin;spot;Fetch.ai;FET
Kucoin;spot;Kaspa;KAS
Kucoin;spot;Matr1x Fire;FIRE
Kucoin;spot;Polygon;MATIC
Kucoin;spot;Algorand;ALGO
Kucoin;spot;Cosmos;ATOM
Kucoin;spot;Bitcoin Cash;BCH
Kucoin;spot;Arweave;AR
Kucoin;spot;Stacks;STX
Kucoin;spot;tomiNet;TOMI
Kucoin;spot;FLOKI;FLOKI
Kucoin;spot;Arbitrum;ARB
Kucoin;spot;Conflux;CFX
Kucoin;spot;ether.fi;ETHFI
Kucoin;spot;cat in a dogs world;MEW
Kucoin;spot;Monero;XMR
Kucoin;spot;ZetaChain;ZETA
Kucoin;spot;JasmyCoin;JASMY
Kucoin;spot;Meson Network;MSN
Kucoin;spot;Filecoin;FIL
Kucoin;spot;Safe;SAFE
Kucoin;spot;EOS;EOS
Kucoin;spot;Sui;SUI
Kucoin;spot;THORChain;RUNE
Kucoin;spot;Kamino Finance;KMNO
Kucoin;spot;ORDI;ORDI
Kucoin;spot;Tether USDt;USDT
Kucoin;spot;Nervos Network;CKB
Kucoin;spot;Polyhedra Network;ZK
Kucoin;spot;Sei;SEI
Kucoin;spot;BOOK OF MEME;BOME
Kucoin;spot;Myro;MYRO
Kucoin;spot;TRON;TRX
Kucoin;spot;VeChain;VET
Kucoin;spot;Starknet;STRK
Kucoin;spot;Renzo;REZ
Kucoin;spot;Uniswap;UNI
Kucoin;spot;Merlin Chain;MERL
Kucoin;spot;Akash Network;AKT
Kucoin;spot;Theta Network;THETA
Kucoin;spot;Aptos;APT
Kucoin;spot;Celestia;TIA
Kucoin;spot;LightLink;LL
Kucoin;spot;Gala;GALAX
Kucoin;spot;Nakamoto Games;NAKA
Kucoin;spot;Venom;VENOM
Kucoin;spot;Worldcoin;WLD
Kucoin;spot;KuCoin Token;KCS
Kucoin;spot;Terra Classic;LUNC
Kucoin;spot;Jito;JTO
Kucoin;spot;Aevo;AEVO
Kucoin;spot;Radix;XRD
Kucoin;spot;AIOZ Network;AIOZ
Kucoin;spot;Tensor;TNSR
Kucoin;spot;Telcoin;TEL
Kucoin;spot;The Graph;GRT
Kucoin;spot;NAVI Protocol;NAVX
Kucoin;spot;Manta Network;MANTA
Kucoin;spot;Seedify.fund;SFUND
Kucoin;spot;ATOR Protocol;ATOR
Kucoin;spot;Coq Inu;COQ
Kucoin;spot;ApeCoin;APE
Kucoin;spot;Flare;FLR
Kucoin;spot;Jupiter;JUP
Kucoin;spot;Oasis;ROSE
Kucoin;spot;Telos;TLOS
Kucoin;spot;TokenFi;TOKEN
Kucoin;spot;Aleph Zero;AZERO
Kucoin;spot;Pendle;PENDLE
Kucoin;spot;FTX Token;FTT
Kucoin;spot;Yield Guild Games;YGG
Kucoin;spot;Cronos;CRO
Kucoin;spot;Helium;HNT
Kucoin;spot;Realio Network;RIO
Kucoin;spot;Aerodrome Finance;AERO
Kucoin;spot;Ethereum Classic;ETC
Kucoin;spot;Clearpool;CPOOL
Kucoin;spot;Stellar;XLM
Kucoin;spot;Victoria VR;VR
Kucoin;spot;Islamic Coin;ISLM
Kucoin;spot;Pepe 2.0;PEPE2
Kucoin;spot;Trias Token (New);TRIAS
Kucoin;spot;Frontier;FRONT
Kucoin;spot;Multibit;MUBI
Kucoin;spot;Boba Network;BOBA
Kucoin;spot;Heroes of Mavia;MAVIA
Kucoin;spot;XDB CHAIN;XDB
Kucoin;spot;Neo;NEO
Kucoin;spot;Casper;CSPR
Kucoin;spot;Omni Network;OMNI
Kucoin;spot;Parcl;PRCL
Kucoin;spot;GamerCoin;GHX
Kucoin;spot;Eesee;ESE
Kucoin;spot;LayerAI;LAI
Kucoin;spot;Big Time;BIGTIME
Kucoin;spot;Lido DAO;LDO
Kucoin;spot;dYdX (ethDYDX);DYDX
Kucoin;spot;MANTRA;OM
Kucoin;spot;Router Protocol;ROUTE
Kucoin;spot;Constellation;DAG
Kucoin;spot;OriginTrail;TRAC
Kucoin;spot;dAppstore;DAPPX
Kucoin;spot;Masa;MASA
Kucoin;spot;Aave;AAVE
Kucoin;spot;XDC Network;XDC
Kucoin;spot;Pomerium;PMG
Kucoin;spot;Solidus Ai Tech;AITECH
Kucoin;spot;Quant;QNT
Kucoin;spot;Wen;WEN
Kucoin;spot;Flux;FLUX
Kucoin;spot;Energy Web Token;EWT
Kucoin;spot;Amp;AMP
Kucoin;spot;Immutable;IMX
Kucoin;spot;Synthetix;SNX
Kucoin;spot;Waves;WAVES
Kucoin;spot;XPR Network;XPR
Kucoin;spot;XANA;XETA
Kucoin;spot;DeRace;DERC
Kucoin;spot;Synternet;NOIA
Kucoin;spot;ChainGPT;CGPT
Kucoin;spot;Axie Infinity;AXS
Kucoin;spot;Oraichain;ORAI
Kucoin;spot;Degen;DEGEN
Kucoin;spot;Terra;LUNA
Kucoin;spot;Graphlinq Chain;GLQ
Kucoin;spot;Playbux;PBUX
Kucoin;spot;Partisia Blockchain;MPC
Kucoin;spot;Pyth Network;PYTH
Kucoin;spot;Ispolink;ISP
Kucoin;spot;Curve DAO Token;CRV
Kucoin;spot;Aleph.im;ALEPH
Kucoin;spot;Memecoin;MEME
Kucoin;spot;Arkham;ARKM
Kucoin;spot;SATS (Ordinals);SATS
Kucoin;spot;Alchemy Pay;ACH
Kucoin;spot;IoTeX;IOTX
Kucoin;spot;Metis;METIS
Kucoin;spot;Chia;XCH
Kucoin;spot;Phala Network;PHA
Kucoin;spot;Foxy;FOXY
Kucoin;spot;Nexera;NXRA
Kucoin;spot;Blur;BLUR
Kucoin;spot;Chiliz;CHZ
Kucoin;spot;Kadena;KDA
Kucoin;spot;Orion;ORN
Kucoin;spot;World Mobile Token;WMT
Kucoin;spot;DMAIL Network;DMAIL
Kucoin;spot;Vulcan Forged (PYR);PYR
Kucoin;spot;QORPO WORLD;QORPO
Kucoin;spot;Polytrade;TRADE
Kucoin;spot;Ocean Protocol;OCEAN
Kucoin;spot;Zilliqa;ZIL
Kucoin;spot;SPACE ID;ID
Kucoin;spot;Sonorus;SNS
Kucoin;spot;Pocket Network;POKT
Kucoin;spot;SatoshiVM;SAVM
Kucoin;spot;Ontology;ONT
Kucoin;spot;Root Protocol;ISME
Kucoin;spot;ShareToken;SHR
Kucoin;spot;Entangle;KNGL
Kucoin;spot;PancakeSwap;CAKE
Kucoin;spot;hiFLUF;HIFLUF
Kucoin;spot;MultiversX;EGLD
Kucoin;spot;Pastel;PSL
Kucoin;spot;Seascape Crowns;CWS
Kucoin;spot;VAIOT;VAI
Kucoin;spot;Centrifuge;CFG
Kucoin;spot;Dfyn Network;DFYN
MEXC;spot;Bitcoin;BTC
MEXC;spot;Ethereum;ETH
MEXC;spot;Solana;SOL
MEXC;spot;MX TOKEN;MX
MEXC;spot;Dogecoin;DOGE
MEXC;spot;Sei;SEI
MEXC;spot;XRP;XRP
MEXC;spot;TRON;TRX
MEXC;spot;USDC;USDC
MEXC;spot;CatCoin;CATCOIN
MEXC;spot;Arix;ARIX
MEXC;spot;Arbitrum;ARB
MEXC;spot;Pepe;PEPE
MEXC;spot;Aptos;APT
MEXC;spot;NEAR Protocol;NEAR
MEXC;spot;Kaspa;KAS
MEXC;spot;Bittensor;TAO
MEXC;spot;Toncoin;TON
MEXC;spot;Cardano;ADA
MEXC;spot;Zeebu;ZBU
MEXC;spot;Polygon;MATIC
MEXC;spot;MEMETOON;MEMETOON
MEXC;spot;Oraichain;ORAI
MEXC;spot;Litecoin;LTC
MEXC;spot;Avalanche;AVAX
MEXC;spot;dogwifhat;WIF
MEXC;spot;ether.fi;ETHFI
MEXC;spot;Chainlink;LINK
MEXC;spot;Dragonball Z Tribute;DBZ
MEXC;spot;Realio Network;RIO
MEXC;spot;Popcat (SOL);POPCAT
MEXC;spot;Clore.ai;CLORE
MEXC;spot;Renzo;REZ
MEXC;spot;Vita Inu;VINU
MEXC;spot;Zetrix;ZETRIX
MEXC;spot;Optimism;OP
MEXC;spot;Ultima;ULTIMA
MEXC;spot;BNB;BNB
MEXC;spot;FLOKI;FLOKI
MEXC;spot;BlackCardCoin;BCCOIN
MEXC;spot;VinuChain;VC
MEXC;spot;Ondo;ONDO
MEXC;spot;Monero;XMR
MEXC;spot;Orange;ORNJ
MEXC;spot;Grok;GROK
MEXC;spot;Crypto Hunters Coin;CRH
MEXC;spot;Chainge;XCHNG
MEXC;spot;NADA Protocol Token;NADA
MEXC;spot;SaucerSwap;SAUCE
MEXC;spot;Fantom;FTM
MEXC;spot;Bonk;BONK
MEXC;spot;Shiba Inu;SHIB
MEXC;spot;Velo;VELO
MEXC;spot;Serenity Shield;SERSH
MEXC;spot;Polkadot;DOT
MEXC;spot;Core;CORE
MEXC;spot;LUCA;LUCA
MEXC;spot;MANEKI;MANEKI
MEXC;spot;ROGin AI;ROG
MEXC;spot;Render;RNDR
MEXC;spot;Cosmos;ATOM
MEXC;spot;JasmyCoin;JASMY
MEXC;spot;Ethena;ENA
MEXC;spot;Fasttoken;FTN
MEXC;spot;Ordiswap;ORDS
MEXC;spot;All Street Bets;BETS
MEXC;spot;Wormhole;W
MEXC;spot;Alephium;ALPH
MEXC;spot;Telos;TLOS
MEXC;spot;Shido [New];SHIDO
MEXC;spot;Chickencoin;CHKN
MEXC;spot;Orchai;OCH
MEXC;spot;Fetch.ai;FET
MEXC;spot;UpOnly;UPO
MEXC;spot;Nirvana;VANA
MEXC;spot;Rug World Assets;RWA
MEXC;spot;Blendr Network;BLENDR
MEXC;spot;SLERF;SLERF
MEXC;spot;Aleph Zero;AZERO
MEXC;spot;tomiNet;TOMI
MEXC;spot;Solidus Ai Tech;AITECH
MEXC;spot;Greever;GVL
MEXC;spot;Stacks;STX
MEXC;spot;Dione Protocol;DIONE
MEXC;spot;Celo;CELO
MEXC;spot;cat in a dogs world;MEW
MEXC;spot;Bone ShibaSwap;BONE
MEXC;spot;Ontology Gas;ONG
MEXC;spot;Internet Computer;ICP
MEXC;spot;PIBBLE;PIB
MEXC;spot;Creo Engine;CREO
MEXC;spot;Choise.com;CHO
MEXC;spot;Gomining;GMT
MEXC;spot;Worldcoin;WLD
MEXC;spot;Hedera;HBAR
MEXC;spot;META PLUS TOKEN;MTS
MEXC;spot;Push Protocol;PUSH
MEXC;spot;Injective;INJ
MEXC;spot;Constellation;DAG
MEXC;spot;HyperGPT;HGPT
MEXC;spot;Manta Network;MANTA
MEXC;spot;Multibit;MUBI
MEXC;spot;cLFi;CLFI
MEXC;spot;BOOK OF MEME;BOME
MEXC;spot;0x Protocol;ZRX
MEXC;spot;Arweave;AR
MEXC;spot;VoluMint;VMINT
MEXC;spot;FUD;FUD
MEXC;spot;Forward Protocol;FORWARD
MEXC;spot;TRAVA.FINANCE;TRAVA
MEXC;spot;Dynex;DNX
MEXC;spot;Radix;XRD
MEXC;spot;Trias Token (New);TRIAS
MEXC;spot;Myro;MYRO
MEXC;spot;Sui;SUI
MEXC;spot;Starknet;STRK
MEXC;spot;LandX Finance;LNDX
MEXC;spot;Charged Particles;IONX
MEXC;spot;Ponke;PONKE
MEXC;spot;PLANET;PLANET
MEXC;spot;Tune.FM;JAM
MEXC;spot;Zignaly;ZIG
MEXC;spot;DOGEMOB;DOGEMOB
MEXC;spot;StoryFire;BLAZE
MEXC;spot;Altura;ALU
MEXC;spot;Crypto Asset Governance Alliance;CAGA
MEXC;spot;Tectum;TET
MEXC;spot;Steem;STEEM
MEXC;spot;Nakamoto Games;NAKA
MEXC;spot;ZetaChain;ZETA
MEXC;spot;Arkham;ARKM
MEXC;spot;GG MetaGame;GGMT
MEXC;spot;DeFinder Capital;DFC
MEXC;spot;Tokenize Xchange;TKX
MEXC;spot;PaLM AI;PALMAI
MEXC;spot;Ben the Dog;BENDOG
MEXC;spot;Propbase;PROPS
MEXC;spot;Jupiter;JUP
MEXC;spot;Catman;CATMAN
MEXC;spot;Entangle;MNGL
MEXC;spot;Apu Apustaja;APU
MEXC;spot;UBXS Token;UBXS
MEXC;spot;Verasity;VRA
